start_x,start_y,end_x,end_y,traj_id,cluster_id,seg_id
-166.33173,54.09876,-166.39856,54.03733,43676060,-1,30
-166.39856,54.03733,-165.79635,54.12565,43676060,-1,31
-165.79635,54.12565,-165.79637,54.12565,43676060,-1,32
-165.79637,54.12565,-165.79639,54.12566,43676060,-1,33
-165.79639,54.12566,-166.40383,54.03274,43676060,-1,34
-166.40383,54.03274,-166.51131999999996,53.91104,43676060,-1,35
-166.51131999999996,53.91104,-165.79638,54.12565,43676060,-1,36
-165.79638,54.12565,-165.79637,54.12564,43676060,-1,37
-165.79637,54.12564,-165.78151,54.13226,43676060,-1,38
-165.78151,54.13226,-165.79638,54.12565,43676060,-1,39
-165.79638,54.12565,-165.79636000000005,54.12566,43676060,-1,40
-165.79636000000005,54.12566,-165.79635,54.12564,43676060,-1,41
-165.79635,54.12564,-165.79638,54.12565,43676060,-1,42
-165.79638,54.12565,-165.79637,54.12566,43676060,-1,43
-165.79637,54.12566,-165.79637,54.12564,43676060,-1,44
-165.79637,54.12564,-165.79636000000005,54.12565,43676060,-1,45
-165.79636000000005,54.12565,-165.79636000000005,54.12565,43676060,-1,46
-165.79636000000005,54.12565,-165.79636000000005,54.12565,43676060,-1,47
-165.79636000000005,54.12565,-166.50976,53.91163,43676060,-1,48
-166.50976,53.91163,-166.50967,53.91185,43676060,-1,49
-166.50967,53.91185,-166.50965,53.91185,43676060,-1,50
-166.50965,53.91185,-166.50967,53.91184000000001,43676060,-1,51
-166.50967,53.91184000000001,-166.5143,53.90622,43676060,-1,52
-166.5143,53.90622,-166.50972,53.91185,43676060,-1,53
-166.50972,53.91185,-166.50971,53.91182,43676060,-1,54
-166.50971,53.91182,-166.50968,53.91188,43676060,-1,55
-166.50968,53.91188,-166.50971,53.91183,43676060,-1,56
-166.50971,53.91183,-166.50968,53.91184000000001,43676060,-1,57
-166.50968,53.91184000000001,-166.50971,53.91182,43676060,-1,58
-166.50971,53.91182,-166.51013999999995,53.90722,43676060,-1,59
-166.51013999999995,53.90722,-166.51005,53.90798,43676060,-1,60
-166.51005,53.90798,-166.5097,53.91182,43676060,-1,61
-166.5097,53.91182,-166.50971,53.91182,43676060,-1,62
-166.50971,53.91182,-166.50972,53.91183,43676060,-1,63
-166.50972,53.91183,-166.50972,53.91181,43676060,-1,64
-166.50972,53.91181,-166.5097,53.91182,43676060,-1,65
-166.5097,53.91182,-166.50972,53.91181,43676060,-1,66
-166.50972,53.91181,-166.5097,53.91183,43676060,-1,67
-166.5097,53.91183,-166.50972,53.91182,43676060,-1,68
-166.50972,53.91182,-166.50971,53.91183,43676060,-1,69
-166.50971,53.91183,-166.50971,53.91184000000001,43676060,-1,70
-166.50971,53.91184000000001,-166.50971,53.91182,43676060,-1,71
-166.50971,53.91182,-165.79635,54.12564,43676060,-1,72
-165.79635,54.12564,-166.5097,53.91181,43676060,-1,73
-166.5097,53.91181,-166.5097,53.91183,43676060,-1,74
-166.5097,53.91183,-166.50968,53.91186,43676060,-1,75
-166.50968,53.91186,-166.50967,53.91184000000001,43676060,-1,76
-166.50967,53.91184000000001,-165.79635,54.12566,43676060,-1,77
-165.79635,54.12566,-165.79635,54.12565,43676060,-1,78
-165.79635,54.12565,-165.79636000000005,54.12565,43676060,-1,79
-165.79636000000005,54.12565,-165.79636000000005,54.12565,43676060,-1,80
-165.79636000000005,54.12565,-166.50967,53.91186,43676060,-1,81
-166.50967,53.91186,-166.50967,53.91186,43676060,-1,82
-166.50967,53.91186,-166.51133000000004,53.91104,43676060,-1,83
-166.51133000000004,53.91104,-165.79636000000005,54.12566,43676060,-1,84
-165.79636000000005,54.12566,-165.79636000000005,54.12566,43676060,-1,85
-165.79636000000005,54.12566,-166.51131999999996,53.91104,43676060,-1,86
-166.51131999999996,53.91104,-166.51134,53.91103,43676060,-1,87
-166.51134,53.91103,-166.51131999999996,53.91104,43676060,-1,88
-166.51131999999996,53.91104,-166.51133000000004,53.91104,43676060,-1,89
-166.51133000000004,53.91104,-166.51131999999996,53.91103,43676060,-1,90
-166.51131999999996,53.91103,-166.51133000000004,53.91103,43676060,-1,91
-166.51133000000004,53.91103,-166.51131999999996,53.91104,43676060,-1,92
-166.51131999999996,53.91104,-166.51131,53.91104,43676060,-1,93
-166.51131,53.91104,-166.51133000000004,53.91104,43676060,-1,94
-166.51133000000004,53.91104,-166.51133000000004,53.91104,43676060,-1,95
-166.51133000000004,53.91104,-166.50968999999995,53.91181,43676060,-1,96
-166.50968999999995,53.91181,-165.79635,54.12566,43676060,-1,97
-165.79635,54.12566,-166.5097,53.91184000000001,43676060,-1,98
-166.5097,53.91184000000001,-166.35154,54.08259,43676060,-1,99
-166.35154,54.08259,-166.93346,54.64874,43676060,-1,100
-166.93346,54.64874,-166.50972,53.91183,43676060,-1,101
-166.50972,53.91183,-166.50972,53.91183,43676060,-1,102
-166.50972,53.91183,-166.23533,54.14929,43676060,-1,103
-166.23533,54.14929,-166.50973,53.91183,43676060,-1,104
-166.50973,53.91183,-165.79635,54.12564,43676060,-1,105
-165.79635,54.12564,-166.50971,53.91183,43676060,-1,106
-166.50971,53.91183,-166.94749,54.6749,43676060,-1,107
-166.94749,54.6749,-166.95493000000005,54.68946,43676060,-1,108
-166.95493000000005,54.68946,-166.95972,54.69899,43676060,-1,109
-166.95972,54.69899,-165.79636000000005,54.12566,43676060,-1,110
-165.79636000000005,54.12566,-165.79638,54.12564,43676060,-1,111
-165.79638,54.12564,-166.50968999999995,53.91182,43676060,-1,112
-166.50968999999995,53.91182,-165.79636000000005,54.12564,43676060,-1,113
-165.79636000000005,54.12564,-165.79635,54.12565,43676060,-1,114
-165.79635,54.12565,-165.79638,54.12564,43676060,-1,115
-165.79638,54.12564,-166.27634,54.13154,43676060,-1,116
-166.27634,54.13154,-166.96857,54.71716,43676060,-1,117
-166.96857,54.71716,-166.50972,53.91184000000001,43676060,-1,118
-166.50972,53.91184000000001,-166.50971,53.91182,43676060,-1,119
-166.50971,53.91182,-166.50972,53.91184000000001,43676060,-1,120
-166.50972,53.91184000000001,-166.17637,54.17779,43676060,-1,121
-166.17637,54.17779,-166.93868,54.65829,43676060,-1,122
-166.93868,54.65829,-166.50973,53.91182,43676060,-1,123
-166.50973,53.91182,-166.97688,54.73428000000001,43676060,-1,124
-166.97688,54.73428000000001,-165.79634,54.12562,43676060,-1,125
-165.79634,54.12562,-165.79636000000005,54.12566,43676060,-1,126
-165.79636000000005,54.12566,-165.79639,54.12565,43676060,-1,127
-165.79639,54.12565,-166.51133000000004,53.91105,43676060,-1,128
-166.51133000000004,53.91105,-165.79638,54.12566,43676060,-1,129
-165.79638,54.12566,-166.10686,54.21276,43676060,-1,130
-166.10686,54.21276,-165.79634,54.12565,43676060,-1,131
-165.79634,54.12565,-165.79638,54.12565,43676060,-1,132
-165.79638,54.12565,-166.50972,53.91182,43676060,-1,133
-166.50972,53.91182,-166.50971,53.91183,43676060,-1,134
-166.50971,53.91183,-166.9412,54.66304,43676060,-1,135
-166.9412,54.66304,-166.50972,53.91184000000001,43676060,-1,136
-166.50972,53.91184000000001,-166.50972,53.91182,43676060,-1,137
-166.50972,53.91182,-166.50973,53.91183,43676060,-1,138
-166.50973,53.91183,-166.22661000000005,54.15332,43676060,-1,139
-166.22661000000005,54.15332,-166.20856,54.16168,43676060,-1,140
-166.20856,54.16168,-166.95233000000005,54.68436,43676060,-1,141
-166.95233000000005,54.68436,-166.50972,53.91183,43676060,-1,142
-166.50972,53.91183,-166.96491,54.70964,43676060,-1,143
-166.96491,54.70964,-166.25652,54.13992,43676060,-1,144
-166.25652,54.13992,-166.18783,54.17182,43676060,-1,145
-166.18783,54.17182,-165.79637,54.12565,43676060,-1,146
-165.79637,54.12565,-166.5097,53.91182,43676060,-1,147
-166.5097,53.91182,-166.50971,53.91182,43676060,-1,148
-166.50971,53.91182,-166.29023999999995,54.12492,43676060,-1,149
-166.29023999999995,54.12492,-166.50973,53.91183,43676060,-1,150
-166.50973,53.91183,-166.50971,53.91182,43676060,-1,151
-166.50971,53.91182,-166.50971,53.91184000000001,43676060,-1,152
-166.50971,53.91184000000001,-166.50973,53.91181,43676060,-1,153
-166.50973,53.91181,-165.79634,54.12566,43676060,-1,154
-165.79634,54.12566,-166.40124,54.03502,43676060,-1,155
-166.40124,54.03502,-166.14504,54.19364,43676060,-1,156
-166.14504,54.19364,-165.79636000000005,54.12565,43676060,-1,157
-165.79636000000005,54.12565,-165.79636000000005,54.12566,43676060,-1,158
-165.79636000000005,54.12566,-166.80065,54.44039,43676060,-1,159
-166.80065,54.44039,-166.78897,54.421380000000006,43676060,-1,160
-166.78897,54.421380000000006,-165.79636000000005,54.12566,43676060,-1,161
-165.79636000000005,54.12566,-165.79637,54.12566,43676060,-1,162
-165.79637,54.12566,-165.79637,54.12566,43676060,-1,163
-165.79637,54.12566,-166.16036,54.18606,43676060,-1,164
-166.16036,54.18606,-166.17255,54.17971,43676060,-1,165
-166.17255,54.17971,-166.79022,54.42345,43676060,-1,166
-166.79022,54.42345,-166.50972,53.91184000000001,43676060,-1,167
-166.50972,53.91184000000001,-165.79636000000005,54.12566,43676060,-1,168
-165.79636000000005,54.12566,-165.79637,54.12565,43676060,-1,169
-165.79637,54.12565,-165.79637,54.12565,43676060,-1,170
-165.79637,54.12565,-165.79636000000005,54.12564,43676060,-1,171
-165.79636000000005,54.12564,-165.79637,54.12565,43676060,-1,172
-165.79637,54.12565,-166.50972,53.91183,43676060,-1,173
-166.50972,53.91183,-166.50972,53.91183,43676060,-1,174
-166.50972,53.91183,-166.8127,54.45915,43676060,-1,175
-166.8127,54.45915,-165.79635,54.12564,43676060,-1,176
-165.79635,54.12564,-166.78456,54.41421,43676060,-1,177
-166.78456,54.41421,-166.845,54.51183,43676060,-1,178
-166.845,54.51183,-166.83315,54.49318,43676060,-1,179
-166.83315,54.49318,-166.79781,54.43566,43676060,-1,180
-166.79781,54.43566,-166.50971,53.91183,43676060,-1,181
-166.50971,53.91183,-165.79637,54.12564,43676060,-1,182
-165.79637,54.12564,-166.50971,53.91184000000001,43676060,-1,183
-166.50971,53.91184000000001,-166.5113,53.91105,43676060,-1,184
-166.5113,53.91105,-166.50972,53.91184000000001,43676060,-1,185
-166.50972,53.91184000000001,-165.79637,54.12566,43676060,-1,186
-165.79637,54.12566,-165.79638,54.12566,43676060,-1,187
-165.79638,54.12566,-166.50971,53.91182,43676060,-1,188
-166.50971,53.91182,-166.51131,53.91104,43676060,-1,189
-166.51131,53.91104,-166.50972,53.91184000000001,43676060,-1,190
-166.50972,53.91184000000001,-166.5113,53.91106,43676060,-1,191
-166.5113,53.91106,-165.79638,54.12566,43676060,-1,192
-165.79638,54.12566,-165.79636000000005,54.12566,43676060,-1,193
-165.79636000000005,54.12566,-166.84802,54.51659,43676060,-1,194
-166.84802,54.51659,-165.79635,54.12566,43676060,-1,195
-165.79635,54.12566,-166.50971,53.91185,43676060,-1,196
-166.50971,53.91185,-166.81716,54.46636,43676060,-1,197
-166.81716,54.46636,-165.7964,54.12566,43676060,-1,198
-165.7964,54.12566,-166.50968999999995,53.91181,43676060,-1,199
-166.50968999999995,53.91181,-166.51131999999996,53.91103,43676060,-1,200
-166.51131999999996,53.91103,-166.51131999999996,53.91104,43676060,-1,201
-166.51131999999996,53.91104,-166.51131999999996,53.91105,43676060,-1,202
-166.51131999999996,53.91105,-166.5113,53.91105,43676060,-1,203
-166.5113,53.91105,-165.79636000000005,54.12564,43676060,-1,204
-165.79636000000005,54.12564,-166.51131,53.91104,43676060,-1,205
-166.51131,53.91104,-166.5113,53.91105,43676060,-1,206
-166.5113,53.91105,-166.51131999999996,53.91105,43676060,-1,207
-166.51131999999996,53.91105,-166.51133000000004,53.91106,43676060,-1,208
-166.51133000000004,53.91106,-166.51133000000004,53.91105,43676060,-1,209
-166.51133000000004,53.91105,-166.51131999999996,53.91105,43676060,-1,210
-166.51131999999996,53.91105,-166.51131999999996,53.91106,43676060,-1,211
-166.51131999999996,53.91106,-165.79634,54.12566,43676060,-1,212
-165.79634,54.12566,-165.79635,54.12566,43676060,-1,213
-165.79635,54.12566,-165.79635,54.12565,43676060,-1,214
-165.79635,54.12565,-162.48516999999995,54.94354000000001,43676060,-1,215
-162.48516999999995,54.94354000000001,-166.50971,53.91183,43676060,-1,216
-166.50971,53.91183,-166.48262,53.91855,43676060,-1,217
-166.48262,53.91855,-166.50968,53.91183,43676060,-1,218
-166.50968,53.91183,-166.47592,53.92915,43676060,-1,219
-166.47592,53.92915,-166.5097,53.91181,43676060,-1,220
-166.5097,53.91181,-166.48972,53.90883,43676060,-1,221
-166.48972,53.90883,-165.79637,54.12565,43676060,-1,222
-165.79637,54.12565,-166.49191000000005,53.90675,43676060,-1,223
-166.49191000000005,53.90675,-166.51131999999996,53.91104,43676060,-1,224
-166.51131999999996,53.91104,-165.79634,54.12566,43676060,-1,225
-165.79634,54.12566,-165.79634,54.12566,43676060,-1,226
-165.79634,54.12566,-165.79635,54.12565,43676060,-1,227
-165.79635,54.12565,-165.79634,54.12565,43676060,-1,228
-165.79634,54.12565,-165.79634,54.12564,43676060,-1,229
-165.79634,54.12564,-165.79634,54.12566,43676060,-1,230
-165.79634,54.12566,-166.51134,53.91105,43676060,-1,231
-166.51134,53.91105,-162.53097,54.91523000000001,43676060,-1,232
-162.53097,54.91523000000001,-166.51131999999996,53.91105,43676060,-1,233
-166.51131999999996,53.91105,-165.79634,54.12565,43676060,-1,234
-165.79634,54.12565,-162.62446,54.86665,43676060,-1,235
-162.62446,54.86665,-166.50968999999995,53.91183,43676060,-1,236
-166.50968999999995,53.91183,-162.62024,54.86868000000001,43676060,-1,237
-162.62024,54.86868000000001,-166.51131999999996,53.91106,43676060,-1,238
-166.51131999999996,53.91106,-165.79636000000005,54.12564,43676060,-1,239
-165.79636000000005,54.12564,-162.60754,54.87497,43676060,-1,240
-162.60754,54.87497,-162.53589,54.91258000000001,43676060,-1,241
-162.53589,54.91258000000001,-165.79635,54.12565,43676060,-1,242
-165.79635,54.12565,-165.79635,54.12565,43676060,-1,243
-165.79635,54.12565,-165.79635,54.12566,43676060,-1,244
-165.79635,54.12566,-165.79634,54.12566,43676060,-1,245
-165.79634,54.12566,-165.79632,54.12565,43676060,-1,246
-165.79632,54.12565,-166.51131,53.91104,43676060,-1,247
-166.51131,53.91104,-165.79632,54.12564,43676060,-1,248
-165.79632,54.12564,-166.52232,53.89841,43676060,-1,249
-166.52232,53.89841,-166.47926,53.92376,43676060,-1,250
-166.47926,53.92376,-165.79637,54.12566999999999,43676060,-1,251
-165.79637,54.12566999999999,-162.48135,54.94564,43676060,-1,252
-162.48135,54.94564,-162.46957,54.95199,43676060,-1,253
-162.46957,54.95199,-162.44647,54.9646,43676060,-1,254
-162.44647,54.9646,-162.44276000000005,54.96688,43676060,-1,255
-162.44276000000005,54.96688,-162.40346,54.97975,43676060,-1,256
-162.40346,54.97975,-162.36775,54.98825,43676060,-1,257
-162.36775,54.98825,-162.28913,55.00252,43676060,-1,258
-162.28913,55.00252,-162.24155,55.00494000000001,43676060,-1,259
-162.24155,55.00494000000001,-162.21703,55.00661,43676060,-1,260
-162.21703,55.00661,-162.54303000000004,54.90878000000001,43676060,-1,261
-162.54303000000004,54.90878000000001,-162.51989,54.92217,43676060,-1,262
-162.51989,54.92217,-162.47744,54.94781,43676060,-1,263
-162.47744,54.94781,-162.47356000000005,54.94989,43676060,-1,264
-162.47356000000005,54.94989,-166.50973,53.91183,43676060,-1,265
-166.50973,53.91183,-166.50972,53.91183,43676060,-1,266
-166.50972,53.91183,-162.43934,54.96886,43676060,-1,267
-162.43934,54.96886,-165.79638,54.12565,43676060,-1,268
-165.79638,54.12565,-167.13369,54.98113000000001,43676060,-1,269
-167.13369,54.98113000000001,-166.50973,53.91183,43676060,-1,270
-166.50973,53.91183,-166.50972,53.91183,43676060,-1,271
-166.50972,53.91183,-166.47423,53.93179,43676060,-1,272
-166.47423,53.93179,-166.51219,53.90689,43676060,-1,273
-166.51219,53.90689,-166.50968999999995,53.91182,43676060,-1,274
-166.50968999999995,53.91182,-166.50971,53.91183,43676060,-1,275
-166.50971,53.91183,-166.50058,53.90049000000001,43676060,-1,276
-166.50058,53.90049000000001,-166.50758000000005,53.89647,43676060,-1,277
-166.50758000000005,53.89647,-166.50898999999995,53.91147,43676060,-1,278
-166.50898999999995,53.91147,-166.50971,53.91181,43676060,-1,279
-166.50971,53.91181,-166.50972,53.91182,43676060,-1,280
-166.50972,53.91182,-166.50971,53.91182,43676060,-1,281
-166.50971,53.91182,-165.79639,54.12566,43676060,-1,282
-165.79639,54.12566,-162.51264,54.92676,43676060,-1,283
-162.51264,54.92676,-166.50972,53.91183,43676060,-1,284
-166.50972,53.91183,-166.50399,53.89836,43676060,-1,285
-166.50399,53.89836,-166.52131,53.8967,43676060,-1,286
-166.52131,53.8967,-166.52151,53.90031,43676060,-1,287
-166.52151,53.90031,-166.51006999999996,53.90722,43676060,-1,288
-166.51006999999996,53.90722,-166.50888999999995,53.91058,43676060,-1,289
-166.50888999999995,53.91058,-166.50951,53.91176,43676060,-1,290
-166.50951,53.91176,-166.50971,53.91182,43676060,-1,291
-166.50971,53.91182,-166.47252,53.93448000000001,43676060,-1,292
-166.47252,53.93448000000001,-166.48428,53.91587,43676060,-1,293
-166.48428,53.91587,-166.49741,53.90251,43676060,-1,294
-166.49741,53.90251,-167.11356,54.95032,43676060,-1,295
-167.11356,54.95032,-166.50973,53.91183,43676060,-1,296
-166.50973,53.91183,-166.5097,53.91181,43676060,-1,297
-166.5097,53.91181,-165.79633,54.12565,43676060,-1,298
-165.79633,54.12565,-166.5097,53.91181,43676060,-1,299
-166.5097,53.91181,-165.79634,54.12565,43676060,-1,300
-165.79634,54.12565,-166.50971,53.91184000000001,43676060,-1,301
-166.50971,53.91184000000001,-166.51133000000004,53.91103,43676060,-1,302
-166.51133000000004,53.91103,-166.51133000000004,53.91101999999999,43676060,-1,303
-166.51133000000004,53.91101999999999,-166.50972,53.91183,43676060,-1,304
-166.50972,53.91183,-166.50971,53.91181,43676060,-1,305
-166.50971,53.91181,-166.29215,54.11734000000001,43676060,-1,306
-166.29215,54.11734000000001,-166.29538,54.11565,43676060,-1,307
-166.29538,54.11565,-166.1857,54.17791,43676060,-1,308
-166.1857,54.17791,-166.2368,54.14847,43676060,-1,309
-166.2368,54.14847,-166.23991,54.14677,43676060,-1,310
-166.23991,54.14677,-166.26425,54.13249,43676060,-1,311
-166.26425,54.13249,-166.28573,54.12062,43676060,-1,312
-166.28573,54.12062,-166.50973,53.91185,43676060,-1,313
-166.50973,53.91185,-166.50972,53.91185,43676060,-1,314
-166.50972,53.91185,-166.51129,53.91105,43676060,-1,315
-166.51129,53.91105,-166.5113,53.91104,43676060,-1,316
-166.5113,53.91104,-166.5113,53.91103,43676060,-1,317
-166.5113,53.91103,-166.51131999999996,53.91104,43676060,-1,318
-166.51131999999996,53.91104,-166.50973,53.91184000000001,43676060,-1,319
-166.50973,53.91184000000001,-166.50967,53.91185,43676060,-1,320
-166.50967,53.91185,-165.22732,54.39089,43676060,-1,321
-165.22732,54.39089,-166.50972,53.91184000000001,43676060,-1,322
-166.50972,53.91184000000001,-166.50972,53.91184000000001,43676060,-1,323
-166.50972,53.91184000000001,-165.79636000000005,54.12565,43676060,-1,324
-165.79636000000005,54.12565,-165.7815,54.13224,43676060,-1,325
-165.7815,54.13224,-166.50967,53.91188,43676060,-1,326
-166.50967,53.91188,-166.5097,53.91182,43676060,-1,327
-166.5097,53.91182,-166.5097,53.91182,43676060,-1,328
-166.5097,53.91182,-166.50968999999995,53.91182,43676060,-1,329
-166.50968999999995,53.91182,-166.51133000000004,53.91103,43676060,-1,330
-166.51133000000004,53.91103,-166.51131999999996,53.91105,43676060,-1,331
-166.51131999999996,53.91105,-166.51131999999996,53.91104,43676060,-1,332
-166.51131999999996,53.91104,-166.50973,53.91183,43676060,-1,333
-166.50973,53.91183,-166.2765,54.12562,43676060,-1,334
-166.2765,54.12562,-166.5113,53.91103,43676060,-1,335
-166.5113,53.91103,-166.15253,54.19203,43676060,-1,336
-166.15253,54.19203,-166.15616,54.19033,43676060,-1,337
-166.15616,54.19033,-166.50972,53.91182,43676060,-1,338
-166.50972,53.91182,-166.20275,54.16749,43676060,-1,339
-166.20275,54.16749,-166.20566000000005,54.16571,43676060,-1,340
-166.20566000000005,54.16571,-165.78149,54.13226,43676060,-1,341
-165.78149,54.13226,-165.78149,54.13227,43676060,-1,342
-165.78149,54.13227,-165.78146999999996,54.13226,43676060,-1,343
-165.78146999999996,54.13226,-166.50971,53.91183,43676060,-1,344
-166.50971,53.91183,-165.78149,54.13225,43676060,-1,345
-165.78149,54.13225,-166.24305,54.14502,43676060,-1,346
-166.24305,54.14502,-166.26171000000005,54.13394,43676060,-1,347
-166.26171000000005,54.13394,-166.50972,53.91183,43676060,-1,348
-166.50972,53.91183,-165.79636000000005,54.12564,43676060,-1,349
-165.79636000000005,54.12564,-165.79636000000005,54.12565,43676060,-1,350
-165.79636000000005,54.12565,-166.51131999999996,53.91106,43676060,-1,351
-166.51131999999996,53.91106,-166.51131,53.91106,43676060,-1,352
-166.51131,53.91106,-166.51131,53.91105,43676060,-1,353
-166.51131,53.91105,-166.51131,53.91106,43676060,-1,354
-166.51131,53.91106,-166.51131999999996,53.91103,43676060,-1,355
-166.51131999999996,53.91103,-166.51133000000004,53.91106,43676060,-1,356
-166.51133000000004,53.91106,-165.79634,54.12566,43676060,-1,357
-165.79634,54.12566,-165.79635,54.12566,43676060,-1,358
-165.79635,54.12566,-165.79635,54.12565,43676060,-1,359
-165.79635,54.12565,-165.79634,54.12565,43676060,-1,360
-165.79634,54.12565,-165.79634,54.12565,43676060,-1,361
-165.79634,54.12565,-165.79636000000005,54.12565,43676060,-1,362
-165.79636000000005,54.12565,-162.49751,54.93619,43676060,-1,363
-162.49751,54.93619,-162.62875,54.86458,43676060,-1,364
-162.62875,54.86458,-162.59294,54.88234,43676060,-1,365
-162.59294,54.88234,-162.48895,54.94129,43676060,-1,366
-162.48895,54.94129,-165.79634,54.12565,43676060,-1,367
-165.79634,54.12565,-162.55122,54.90442,43676060,-1,368
-162.55122,54.90442,-165.79633,54.12565,43676060,-1,369
-165.79633,54.12565,-165.79635,54.12565,43676060,-1,370
-165.79635,54.12565,-166.50968999999995,53.91183,43676060,-1,371
-166.50968999999995,53.91183,-165.79637,54.12564,43676060,-1,372
-165.79637,54.12564,-166.50964,53.91184000000001,43676060,-1,373
-166.50964,53.91184000000001,-166.50966,53.91184000000001,43676060,-1,374
-166.50966,53.91184000000001,-166.50973,53.91184000000001,43676060,-1,375
-166.50973,53.91184000000001,-166.25258,54.13925,43676060,-1,376
-166.25258,54.13925,-166.29867,54.11395,43676060,-1,377
-166.29867,54.11395,-166.51131999999996,53.91104,43676060,-1,378
-166.51131999999996,53.91104,-166.51131,53.91104,43676060,-1,379
-166.51131,53.91104,-166.5113,53.91103,43676060,-1,380
-166.5113,53.91103,-166.51131999999996,53.91104,43676060,-1,381
-166.51131999999996,53.91104,-166.51131999999996,53.91103,43676060,-1,382
-166.51131999999996,53.91103,-166.51131,53.91105,43676060,-1,383
-166.51131,53.91105,-166.51131,53.91104,43676060,-1,384
-166.51131,53.91104,-166.51131,53.91103,43676060,-1,385
-166.51131,53.91103,-166.50966,53.91186,43676060,-1,386
-166.50966,53.91186,-166.51131,53.91103,43676060,-1,387
-166.51131,53.91103,-166.51131999999996,53.91104,43676060,-1,388
-166.51131999999996,53.91104,-166.13673,54.19935,43676060,-1,389
-166.13673,54.19935,-166.51133000000004,53.91103,43676060,-1,390
-166.51133000000004,53.91103,-166.51131999999996,53.91103,43676060,-1,391
-166.51131999999996,53.91103,-166.50972,53.91183,43676060,-1,392
-166.50972,53.91183,-166.51131999999996,53.91103,43676060,-1,393
-166.51131999999996,53.91103,-165.79638,54.12565,43676060,-1,394
-165.79638,54.12565,-166.51131999999996,53.91104,43676060,-1,395
-166.51131999999996,53.91104,-166.51131999999996,53.91104,43676060,-1,396
-166.51131999999996,53.91104,-166.51131,53.91104,43676060,-1,397
-166.51131,53.91104,-166.30503000000004,54.11053,43676060,-1,398
-166.30503000000004,54.11053,-165.79638,54.12565,43676060,-1,399
-165.79638,54.12565,-166.10306,54.21465,43676060,-1,400
-166.10306,54.21465,-165.79637,54.12565,43676060,-1,401
-165.79637,54.12565,-165.79635,54.12566,43676060,-1,402
-165.79635,54.12566,-165.79636000000005,54.12565,43676060,-1,403
-165.79636000000005,54.12565,-165.79636000000005,54.12565,43676060,-1,404
-165.79636000000005,54.12565,-165.79636000000005,54.12566,43676060,-1,405
-165.79636000000005,54.12566,-166.83601000000004,54.49784,43676060,-1,406
-166.83601000000004,54.49784,-166.51131,53.91104,43676060,-1,407
-166.51131,53.91104,-166.9092,54.60881,43676060,-1,408
-166.9092,54.60881,-165.79634,54.12566,43676060,-1,409
-165.79634,54.12566,-165.79636000000005,54.12564,43676060,-1,410
-165.79636000000005,54.12564,-166.89752,54.59183,43676060,-1,411
-166.89752,54.59183,-166.86113999999995,54.53749000000001,43676060,-1,412
-166.86113999999995,54.53749000000001,-166.50972,53.91183,43676060,-1,413
-166.50972,53.91183,-165.79638,54.12566,43676060,-1,414
-165.79638,54.12566,-165.79637,54.12564,43676060,-1,415
-165.79637,54.12564,-166.50971,53.91184000000001,43676060,-1,416
-166.50971,53.91184000000001,-165.79637,54.12566,43676060,-1,417
-165.79637,54.12566,-165.79637,54.12564,43676060,-1,418
-165.79637,54.12564,-166.88775,54.57733,43676060,-1,419
-166.88775,54.57733,-166.88481000000004,54.57285,43676060,-1,420
-166.88481000000004,54.57285,-166.51129,53.91101999999999,43676060,-1,421
