start_x,start_y,end_x,end_y,traj_id,cluster_id
-16630.918,5410.48,-16217.592999999999,5500.9929999999995,43676060,-1
-16217.592999999999,5500.9929999999995,-16273.703999999994,5481.871,43676060,-1
-16273.703999999994,5481.871,-16270.938999999995,5482.961,43676060,-1
-16270.938999999995,5482.961,-16265.659,5485.118,43676060,-1
-16265.659,5485.118,-16264.788999999999,5485.523000000001,43676060,-1
-16264.788999999999,5485.523000000001,-16251.630000000001,5492.448,43676060,-1
-16251.630000000001,5492.448,-16250.890999999998,5492.909000000001,43676060,-1
-16250.890999999998,5492.909000000001,-16263.295,5486.248000000001,43676060,-1
-16263.295,5486.248000000001,-16272.321000000005,5482.4180000000015,43676060,-1
-16272.321000000005,5482.4180000000015,-16258.882,5488.455,43676060,-1
-16258.882,5488.455,-16258.476999999999,5488.664,43676060,-1
-16258.476999999999,5488.664,-16258.068,5488.88,43676060,-1
-16258.068,5488.88,-16262.024,5486.868000000001,43676060,-1
-16262.024,5486.868000000001,-16206.863000000001,5501.8859999999995,43676060,-1
-16206.863000000001,5501.8859999999995,-16632.656,5409.351000000001,43676060,-1
-16632.656,5409.351000000001,-16633.192,5408.977,43676060,-1
-16633.192,5408.977,-16207.702000000001,5501.8,43676060,-1
-16207.702000000001,5501.8,-16635.905,5406.944,43676060,-1
-16635.905,5406.944,-16629.984,5411.14,43676060,-1
-16629.984,5411.14,-16213.813000000006,5501.299,43676060,-1
-16213.813000000006,5501.299,-16217.167000000001,5501.034,43676060,-1
-16217.167000000001,5501.034,-16216.050000000001,5501.129,43676060,-1
-16216.050000000001,5501.129,-16212.7,5501.3730000000005,43676060,-1
-16212.7,5501.3730000000005,-16208.258999999995,5501.754,43676060,-1
-16208.258999999995,5501.754,-16203.871999999996,5502.1630000000005,43676060,-1
-16203.871999999996,5502.1630000000005,-16204.693999999996,5502.09,43676060,-1
-16204.693999999996,5502.09,-16571.518,5415.529,43676060,-1
-16571.518,5415.529,-16262.446,5486.665,43676060,-1
-16262.446,5486.665,-16249.751,5493.619000000001,43676060,-1
-16249.751,5493.619000000001,-16265.659,5485.118,43676060,-1
-16265.659,5485.118,-16266.535,5484.713000000001,43676060,-1
-16266.535,5484.713000000001,-16270.938999999995,5482.961,43676060,-1
-16270.938999999995,5482.961,-16273.703999999994,5481.871,43676060,-1
-16273.703999999994,5481.871,-16586.023,5425.11,43676060,-1
-16586.023,5425.11,-16251.264000000001,5492.676,43676060,-1
-16251.264000000001,5492.676,-16611.116,5420.255,43676060,-1
-16611.116,5420.255,-16603.883000000005,5422.032,43676060,-1
-16603.883000000005,5422.032,-16603.463,5422.108000000001,43676060,-1
-16603.463,5422.108000000001,-16602.624,5422.261999999999,43676060,-1
-16602.624,5422.261999999999,-16602.165,5422.342,43676060,-1
-16602.165,5422.342,-16248.134999999998,5494.563999999999,43676060,-1
-16248.134999999998,5494.563999999999,-16598.838999999996,5422.958000000001,43676060,-1
-16598.838999999996,5422.958000000001,-16246.957,5495.1990000000005,43676060,-1
-16246.957,5495.1990000000005,-16259.707,5488.025,43676060,-1
-16259.707,5488.025,-16261.595,5487.078,43676060,-1
-16261.595,5487.078,-16244.647,5496.46,43676060,-1
-16244.647,5496.46,-16594.476,5423.716999999999,43676060,-1
-16594.476,5423.716999999999,-16597.858,5423.141,43676060,-1
-16597.858,5423.141,-16605.556,5421.624,43676060,-1
-16605.556,5421.624,-16612.809999999998,5419.854,43676060,-1
-16612.809999999998,5419.854,-16611.932999999997,5420.061,43676060,-1
-16611.932999999997,5420.061,-16264.037999999999,5485.883000000002,43676060,-1
-16264.037999999999,5485.883000000002,-16264.788999999999,5485.523000000001,43676060,-1
-16264.788999999999,5485.523000000001,-16265.222,5485.321,43676060,-1
-16265.222,5485.321,-16251.630000000001,5492.448,43676060,-1
-16251.630000000001,5492.448,-16263.295,5486.248000000001,43676060,-1
-16263.295,5486.248000000001,-16667.893,5424.134999999999,43676060,-1
-16667.893,5424.134999999999,-16256.734,5489.5790000000015,43676060,-1
-16256.734,5489.5790000000015,-16257.648999999996,5489.094999999999,43676060,-1
-16257.648999999996,5489.094999999999,-16272.321000000005,5482.4180000000015,43676060,-1
-16272.321000000005,5482.4180000000015,-16258.068,5488.88,43676060,-1
-16258.068,5488.88,-16258.476999999999,5488.664,43676060,-1
-16258.476999999999,5488.664,-16258.882,5488.455,43676060,-1
-16258.882,5488.455,-16670.665,5428.856,43676060,-1
-16670.665,5428.856,-16254.705000000002,5490.661999999999,43676060,-1
-16254.705000000002,5490.661999999999,-16261.176,5487.284,43676060,-1
-16261.176,5487.284,-16269.064,5483.669,43676060,-1
-16269.064,5483.669,-16273.249999999998,5482.053000000001,43676060,-1
-16273.249999999998,5482.053000000001,-16274.103,5481.656,43676060,-1
-16274.103,5481.656,-16255.525,5490.223,43676060,-1
-16255.525,5490.223,-16250.122,5493.391999999999,43676060,-1
-16250.122,5493.391999999999,-16667.595,5423.6230000000005,43676060,-1
-16667.595,5423.6230000000005,-16673.918,5433.694000000001,43676060,-1
-16673.918,5433.694000000001,-16673.641999999996,5433.232,43676060,-1
-16673.641999999996,5433.232,-16666.863,5422.384,43676060,-1
-16666.863,5422.384,-16673.2,5432.496,43676060,-1
-16673.2,5432.496,-16672.315,5431.016999999999,43676060,-1
-16672.315,5431.016999999999,-16671.395999999997,5429.834000000001,43676060,-1
-16671.395999999997,5429.834000000001,-16246.18,5495.612,43676060,-1
-16246.18,5495.612,-16250.890999999998,5492.909000000001,43676060,-1
-16250.890999999998,5492.909000000001,-16266.093,5484.914000000002,43676060,-1
-16266.093,5484.914000000002,-16293.306,5469.068000000001,43676060,-1
-16293.306,5469.068000000001,-16274.913999999995,5481.206999999999,43676060,-1
-16274.913999999995,5481.206999999999,-16280.286,5478.035,43676060,-1
-16280.286,5478.035,-16224.154999999999,5500.4940000000015,43676060,-1
-16224.154999999999,5500.4940000000015,-16221.703,5500.661,43676060,-1
-16221.703,5500.661,-16254.303000000004,5490.878000000001,43676060,-1
-16254.303000000004,5490.878000000001,-16251.989,5492.217000000001,43676060,-1
-16251.989,5492.217000000001,-16247.744,5494.781,43676060,-1
-16247.744,5494.781,-16247.356000000005,5494.9890000000005,43676060,-1
-16247.356000000005,5494.9890000000005,-16243.934,5496.8859999999995,43676060,-1
-16243.934,5496.8859999999995,-16281.213,5477.431,43676060,-1
-16281.213,5477.431,-16269.531,5483.496999999999,43676060,-1
-16269.531,5483.496999999999,-16272.79,5482.238,43676060,-1
-16272.79,5482.238,-16605.1,5421.736,43676060,-1
-16605.1,5421.736,-16601.683,5422.427,43676060,-1
-16601.683,5422.427,-16615.951999999997,5418.698000000001,43676060,-1
-16615.951999999997,5418.698000000001,-16615.357,5418.997,43676060,-1
-16615.357,5418.997,-16613.61,5419.638000000001,43676060,-1
-16613.61,5419.638000000001,-16607.804,5421.073000000001,43676060,-1
-16607.804,5421.073000000001,-16607.066,5421.264999999999,43676060,-1
-16607.066,5421.264999999999,-16606.716,5421.348,43676060,-1
-16606.716,5421.348,-16612.326999999997,5419.967,43676060,-1
-16612.326999999997,5419.967,-16610.703999999994,5420.356999999999,43676060,-1
-16610.703999999994,5420.356999999999,-16618.925,5417.274000000001,43676060,-1
-16618.925,5417.274000000001,-16255.122,5490.442,43676060,-1
-16255.122,5490.442,-16228.913,5500.2519999999995,43676060,-1
-16228.913,5500.2519999999995,-16240.346,5497.975,43676060,-1
-16240.346,5497.975,-16288.970000000001,5472.11,43676060,-1
-16288.970000000001,5472.11,-16285.318999999996,5474.544,43676060,-1
-16285.318999999996,5474.544,-16279.151999999998,5478.745,43676060,-1
-16279.151999999998,5478.745,-16289.764,5471.559,43676060,-1
-16289.764,5471.559,-16290.117,5471.32,43676060,-1
-16290.117,5471.32,-16282.256999999996,5476.687,43676060,-1
-16282.256999999996,5476.687,-16275.728999999996,5480.765,43676060,-1
-16275.728999999996,5480.765,-16277.018000000002,5480.011999999999,43676060,-1
-16277.018000000002,5480.011999999999,-16280.756,5477.735,43676060,-1
-16280.756,5477.735,-16606.339,5421.435,43676060,-1
-16606.339,5421.435,-16600.787,5422.594999999999,43676060,-1
-16600.787,5422.594999999999,-16598.361,5423.045,43676060,-1
-16598.361,5423.045,-16594.041,5423.791,43676060,-1
-16594.041,5423.791,-16263.719000000001,5486.045,43676060,-1
-16263.719000000001,5486.045,-16589.657,5424.508,43676060,-1
-16589.657,5424.508,-16291.618,5470.2570000000005,43676060,-1
-16291.618,5470.2570000000005,-16281.646999999995,5477.1230000000005,43676060,-1
-16281.646999999995,5477.1230000000005,-16276.141999999998,5480.539000000001,43676060,-1
-16276.141999999998,5480.539000000001,-16236.775,5498.825,43676060,-1
-16236.775,5498.825,-16276.519999999999,5480.309000000001,43676060,-1
-16276.519999999999,5480.309000000001,-16244.276000000005,5496.688,43676060,-1
-16244.276000000005,5496.688,-16279.911999999998,5478.276000000001,43676060,-1
-16279.911999999998,5478.276000000001,-16288.101,5472.71,43676060,-1
-16288.101,5472.71,-16271.868999999995,5482.5960000000005,43676060,-1
-16271.868999999995,5482.5960000000005,-16274.509,5481.429,43676060,-1
-16274.509,5481.429,-16277.907,5479.491,43676060,-1
-16277.907,5479.491,-16588.291,5424.724000000001,43676060,-1
-16588.291,5424.724000000001,-16670.842,5429.108000000001,43676060,-1
-16670.842,5429.108000000001,-16669.326,5426.681,43676060,-1
-16669.326,5426.681,-16571.698999999997,5415.775,43676060,-1
-16571.698999999997,5415.775,-16648.703999999994,5390.931,43676060,-1
-16648.703999999994,5390.931,-16651.417,5389.51,43676060,-1
-16651.417,5389.51,-16652.164,5389.786999999999,43676060,-1
-16652.164,5389.786999999999,-16645.201,5396.607,43676060,-1
-16645.201,5396.607,-16648.469,5391.186,43676060,-1
-16648.469,5391.186,-16649.938999999995,5390.181,43676060,-1
-16649.938999999995,5390.181,-16652.082,5389.572,43676060,-1
-16652.082,5389.572,-16625.257999999998,5413.924999999999,43676060,-1
-16625.257999999998,5413.924999999999,-16629.867,5411.395,43676060,-1
-16629.867,5411.395,-16630.503000000004,5411.053,43676060,-1
-16630.503000000004,5411.053,-16613.673,5419.935,43676060,-1
-16613.673,5419.935,-16615.253,5419.203,43676060,-1
-16615.253,5419.203,-16615.616,5419.033,43676060,-1
-16615.616,5419.033,-16620.275,5416.749,43676060,-1
-16620.275,5416.749,-16620.566000000006,5416.571,43676060,-1
-16620.566000000006,5416.571,-16624.305,5414.502,43676060,-1
-16624.305,5414.502,-16626.171000000006,5413.394,43676060,-1
-16626.171000000006,5413.394,-16627.65,5412.562,43676060,-1
-16627.65,5412.562,-16629.215,5411.734000000001,43676060,-1
-16629.215,5411.734000000001,-16629.538,5411.5650000000005,43676060,-1
-16629.538,5411.5650000000005,-16697.569,5473.185,43676060,-1
-16697.569,5473.185,-16698.033,5474.139,43676060,-1
-16698.033,5474.139,-16698.424,5474.88,43676060,-1
-16698.424,5474.88,-16648.255,5391.441999999999,43676060,-1
-16648.255,5391.441999999999,-16700.256999999998,5478.369,43676060,-1
-16700.256999999998,5478.369,-16646.669,5393.820000000001,43676060,-1
-16646.669,5393.820000000001,-16644.045,5398.801,43676060,-1
-16644.045,5398.801,-16252.363,5491.984,43676060,-1
-16252.363,5491.984,-16699.456000000002,5476.849,43676060,-1
-16699.456000000002,5476.849,-16699.047,5476.0779999999995,43676060,-1
-16699.047,5476.0779999999995,-16698.549,5475.124000000001,43676060,-1
-16698.549,5475.124000000001,-16699.18,5476.321,43676060,-1
-16699.18,5476.321,-16697.09,5472.183,43676060,-1
-16697.09,5472.183,-16696.976999999995,5471.949,43676060,-1
-16696.976999999995,5471.949,-16696.611999999997,5471.202,43676060,-1
-16696.611999999997,5471.202,-16696.091999999997,5470.14,43676060,-1
-16696.091999999997,5470.14,-16695.731,5469.418000000001,43676060,-1
-16695.731,5469.418000000001,-16697.916999999994,5473.898000000001,43676060,-1
-16697.916999999994,5473.898000000001,-16697.798,5473.659,43676060,-1
-16697.798,5473.659,-16234.968,5499.235000000001,43676060,-1
-16234.968,5499.235000000001,-16242.708999999999,5497.267,43676060,-1
-16242.708999999999,5497.267,-16243.544,5497.0019999999995,43676060,-1
-16243.544,5497.0019999999995,-16650.976,5391.1630000000005,43676060,-1
-16650.976,5391.1630000000005,-16677.694,5440.286,43676060,-1
-16677.694,5440.286,-16698.662,5475.336,43676060,-1
-16698.662,5475.336,-16699.563000000002,5477.062,43676060,-1
-16699.563000000002,5477.062,-16698.792,5475.588000000002,43676060,-1
-16698.792,5475.588000000002,-16698.158,5474.389999999999,43676060,-1
-16698.158,5474.389999999999,-16643.884,5399.0650000000005,43676060,-1
-16643.884,5399.0650000000005,-16643.091,5400.402,43676060,-1
-16643.091,5400.402,-16644.926999999996,5397.165,43676060,-1
-16644.926999999996,5397.165,-16699.833999999995,5477.577,43676060,-1
-16699.833999999995,5477.577,-16623.68,5414.847000000001,43676060,-1
-16623.68,5414.847000000001,-16622.117,5415.688999999999,43676060,-1
-16622.117,5415.688999999999,-16609.213,5421.923000000001,43676060,-1
-16609.213,5421.923000000001,-16618.57,5417.790999999999,43676060,-1
-16618.57,5417.790999999999,-16623.991,5414.677,43676060,-1
-16623.991,5414.677,-16625.86,5413.568000000001,43676060,-1
-16625.86,5413.568000000001,-16652.001,5390.2,43676060,-1
-16652.001,5390.2,-16651.066,5390.713000000001,43676060,-1
-16651.066,5390.713000000001,-16651.013999999996,5390.724,43676060,-1
-16651.013999999996,5390.724,-16621.176,5416.209,43676060,-1
-16621.176,5416.209,-16650.967,5391.18,43676060,-1
-16650.967,5391.18,-16647.672,5392.228999999999,43676060,-1
-16647.672,5392.228999999999,-16627.952999999998,5412.398,43676060,-1
-16627.952999999998,5412.398,-16625.568000000003,5413.746,43676060,-1
-16625.568000000003,5413.746,-16626.425,5413.249,43676060,-1
-16626.425,5413.249,-16238.919000000002,5498.347,43676060,-1
-16238.919000000002,5498.347,-16221.133,5500.714,43676060,-1
-16221.133,5500.714,-16223.139000000001,5500.545,43676060,-1
-16223.139000000001,5500.545,-16628.573,5412.062,43676060,-1
-16628.573,5412.062,-16651.718,5390.4310000000005,43676060,-1
-16651.718,5390.4310000000005,-16645.758999999995,5395.492,43676060,-1
-16645.758999999995,5395.492,-16646.518999999997,5394.105,43676060,-1
-16646.518999999997,5394.105,-16647.471999999998,5392.491,43676060,-1
-16647.471999999998,5392.491,-16648.939,5390.706,43676060,-1
-16648.939,5390.706,-16650.717,5389.650000000001,43676060,-1
-16650.717,5389.650000000001,-16607.284,5422.849999999999,43676060,-1
-16607.284,5422.849999999999,-16605.596,5423.5830000000005,43676060,-1
-16605.596,5423.5830000000005,-16617.31,5418.368,43676060,-1
-16617.31,5418.368,-16616.922,5418.523,43676060,-1
-16616.922,5418.523,-16614.299,5419.647,43676060,-1
-16614.299,5419.647,-16614.928,5419.349,43676060,-1
-16614.928,5419.349,-16616.268,5418.769,43676060,-1
-16616.268,5418.769,-16620.02,5416.906,43676060,-1
-16620.02,5416.906,-16620.872,5416.393999999999,43676060,-1
-16620.872,5416.393999999999,-16623.041,5415.183,43676060,-1
-16623.041,5415.183,-16627.032,5412.903000000001,43676060,-1
-16627.032,5412.903000000001,-16628.263000000003,5412.231,43676060,-1
-16628.263000000003,5412.231,-16613.353999999996,5420.073,43676060,-1
-16613.353999999996,5420.073,-16617.645,5418.226,43676060,-1
-16617.645,5418.226,-16619.718,5417.093000000002,43676060,-1
-16619.718,5417.093000000002,-16255.931,5490.007,43676060,-1
-16255.931,5490.007,-16624.606,5414.3189999999995,43676060,-1
-16624.606,5414.3189999999995,-16613.985,5419.789,43676060,-1
-16613.985,5419.789,-16616.586,5418.644000000001,43676060,-1
-16616.586,5418.644000000001,-16617.98,5418.090999999999,43676060,-1
-16617.98,5418.090999999999,-16621.482,5416.036,43676060,-1
-16621.482,5416.036,-16622.433,5415.519000000001,43676060,-1
-16622.433,5415.519000000001,-16623.361,5415.014,43676060,-1
-16623.361,5415.014,-16642.5,5401.1680000000015,43676060,-1
-16642.5,5401.1680000000015,-16614.615,5419.499,43676060,-1
-16614.615,5419.499,-16613.028,5420.209000000002,43676060,-1
-16613.028,5420.209000000002,-16612.088,5420.621,43676060,-1
-16612.088,5420.621,-16611.453,5420.899,43676060,-1
-16611.453,5420.899,-16611.763,5420.763,43676060,-1
-16611.763,5420.763,-16670.045,5427.896,43676060,-1
-16670.045,5427.896,-16697.456,5472.943000000001,43676060,-1
-16697.456,5472.943000000001,-16660.727,5411.37,43676060,-1
-16660.727,5411.37,-16579.637,5412.566000000001,43676060,-1
-16579.637,5412.566000000001,-16704.249,5484.814,43676060,-1
-16704.249,5484.814,-16259.707,5488.025,43676060,-1
-16259.707,5488.025,-16630.181000000004,5411.228000000001,43676060,-1
-16630.181000000004,5411.228000000001,-16630.824999999997,5410.878000000001,43676060,-1
-16630.824999999997,5410.878000000001,-16633.587,5409.256,43676060,-1
-16633.587,5409.256,-16261.595,5487.078,43676060,-1
-16261.595,5487.078,-16636.806,5407.075,43676060,-1
-16636.806,5407.075,-16637.945,5406.254000000001,43676060,-1
-16637.945,5406.254000000001,-16638.773999999994,5405.616,43676060,-1
-16638.773999999994,5405.616,-16622.735,5415.3550000000005,43676060,-1
-16622.735,5415.3550000000005,-16649.639,5390.384,43676060,-1
-16649.639,5390.384,-16651.938000000002,5390.219,43676060,-1
-16651.938000000002,5390.219,-16651.263,5390.844,43676060,-1
-16651.263,5390.844,-16650.964,5391.1810000000005,43676060,-1
-16650.964,5391.1810000000005,-16652.095,5390.026999999999,43676060,-1
-16652.095,5390.026999999999,-16651.492,5390.639999999999,43676060,-1
-16651.492,5390.639999999999,-16651.092,5391.036,43676060,-1
-16651.092,5391.036,-16628.891000000003,5411.898000000001,43676060,-1
-16628.891000000003,5411.898000000001,-16264.037999999999,5485.883000000002,43676060,-1
-16264.037999999999,5485.883000000002,-16271.868999999995,5482.5960000000005,43676060,-1
-16271.868999999995,5482.5960000000005,-16274.509,5481.429,43676060,-1
-16274.509,5481.429,-16664.022,5417.615,43676060,-1
-16664.022,5417.615,-16579.638,5412.566000000001,43676060,-1
-16579.638,5412.566000000001,-16663.581000000006,5416.8640000000005,43676060,-1
-16663.581000000006,5416.8640000000005,-16579.637,5412.566000000001,43676060,-1
-16579.637,5412.566000000001,-16223.719,5500.516,43676060,-1
-16223.719,5500.516,-16668.052,5424.396,43676060,-1
-16668.052,5424.396,-16579.638,5412.563999999999,43676060,-1
-16579.638,5412.563999999999,-16234.442000000001,5499.345,43676060,-1
-16234.442000000001,5499.345,-16231.74,5499.875,43676060,-1
-16231.74,5499.875,-16227.039999999999,5500.346,43676060,-1
-16227.039999999999,5500.346,-16226.466000000004,5500.383000000001,43676060,-1
-16226.466000000004,5500.383000000001,-16233.381,5499.561,43676060,-1
-16233.381,5499.561,-16214.941000000004,5501.214,43676060,-1
-16214.941000000004,5501.214,-16213.256999999998,5501.334,43676060,-1
-16213.256999999998,5501.334,-16240.841,5497.8369999999995,43676060,-1
-16240.841,5497.8369999999995,-16237.32,5498.71,43676060,-1
-16237.32,5498.71,-16235.361,5499.143999999999,43676060,-1
-16235.361,5499.143999999999,-16220.407,5500.777,43676060,-1
-16220.407,5500.777,-16219.843999999996,5500.820000000001,43676060,-1
-16219.843999999996,5500.820000000001,-16216.608,5501.0779999999995,43676060,-1
-16216.608,5501.0779999999995,-16212.135,5501.411,43676060,-1
-16212.135,5501.411,-16211.581000000002,5501.454,43676060,-1
-16211.581000000002,5501.454,-16208.811,5501.697999999999,43676060,-1
-16208.811,5501.697999999999,-16237.856000000005,5498.589000000001,43676060,-1
-16237.856000000005,5498.589000000001,-16235.872000000001,5499.028000000001,43676060,-1
-16235.872000000001,5499.028000000001,-16229.457999999999,5500.179,43676060,-1
-16229.457999999999,5500.179,-16227.617,5500.3189999999995,43676060,-1
-16227.617,5500.3189999999995,-16224.737,5500.468000000001,43676060,-1
-16224.737,5500.468000000001,-16650.971999999998,5391.184000000001,43676060,-1
-16650.971999999998,5391.184000000001,-16661.579,5412.919,43676060,-1
-16661.579,5412.919,-16661.153000000006,5412.14,43676060,-1
-16661.153000000006,5412.14,-16659.938,5409.906,43676060,-1
-16659.938,5409.906,-16635.988999999994,5407.709000000002,43676060,-1
-16635.988999999994,5407.709000000002,-16636.531000000006,5407.285,43676060,-1
-16636.531000000006,5407.285,-16639.061,5405.402999999999,43676060,-1
-16639.061,5405.402999999999,-16641.581000000006,5403.133,43676060,-1
-16641.581000000006,5403.133,-16232.853,5499.677,43676060,-1
-16232.853,5499.677,-16239.453,5498.219,43676060,-1
-16239.453,5498.219,-16243.076000000005,5497.155,43676060,-1
-16243.076000000005,5497.155,-16242.229000000001,5497.425,43676060,-1
-16242.229000000001,5497.425,-16233.916000000005,5499.455,43676060,-1
-16233.916000000005,5499.455,-16249.368,5493.849,43676060,-1
-16249.368,5493.849,-16246.577,5495.4039999999995,43676060,-1
-16246.577,5495.4039999999995,-16245.787000000002,5495.828,43676060,-1
-16245.787000000002,5495.828,-16245.015000000001,5496.245,43676060,-1
-16245.015000000001,5496.245,-16241.223,5497.723000000001,43676060,-1
-16241.223,5497.723000000001,-16239.886999999999,5498.1190000000015,43676060,-1
-16239.886999999999,5498.1190000000015,-16238.374,5498.464,43676060,-1
-16238.374,5498.464,-16697.208,5472.424,43676060,-1
-16697.208,5472.424,-16658.852,5407.916,43676060,-1
-16658.852,5407.916,-16660.185,5410.3769999999995,43676060,-1
-16660.185,5410.3769999999995,-16663.445,5416.6089999999995,43676060,-1
-16663.445,5416.6089999999995,-16662.258,5414.206999999999,43676060,-1
-16662.258,5414.206999999999,-16661.998,5413.703,43676060,-1
-16661.998,5413.703,-16660.439,5410.858,43676060,-1
-16660.439,5410.858,-16634.521999999997,5408.6849999999995,43676060,-1
-16634.521999999997,5408.6849999999995,-16646.851999999995,5394.897,43676060,-1
-16646.851999999995,5394.897,-16645.064,5398.3640000000005,43676060,-1
-16645.064,5398.3640000000005,-16643.148,5401.172,43676060,-1
-16643.148,5401.172,-16659.686000000005,5409.429999999999,43676060,-1
-16659.686000000005,5409.429999999999,-16659.548999999995,5409.175,43676060,-1
-16659.548999999995,5409.175,-16659.269,5408.662,43676060,-1
-16659.269,5408.662,-16663.879,5417.369,43676060,-1
-16663.879,5417.369,-16663.724,5417.116999999999,43676060,-1
-16663.724,5417.116999999999,-16662.79,5415.2530000000015,43676060,-1
